Generation;PopBestRed;PopBestBlue;PopAvgRed;PopAvgBlue;BestOverallRed;BestOverallBlue
0;101009.6;0;-81760.98;0;101009.6;0
1;1055251;0;32899.03;0;1055251;0
2;1226483;0;50878.75;0;1226483;0
3;1746402;0;70659.02;0;1746402;0
4;1836398;0;180824.8;0;1836398;0
5;1916401;0;108681;0;1916401;0
6;2611393;0;131411.5;0;2611393;0
7;1666352;0;98140.51;0;1666352;0
8;1731404;0;143218.6;0;1731404;0
9;2536406;0;205885.4;0;2536406;0
10;1706493;0;130363.7;0;1706493;0
11;1701496;0;226578.5;0;1701496;0
12;1751266;0;211373.8;0;1751266;0
13;1874997;0;134632.1;0;1874997;0
14;1839996;0;198832.8;0;1839996;0
15;2094984;0;86346.77;0;2094984;0
16;2089983;0;52528.02;0;2089983;0
17;2184986;0;81724.02;0;2184986;0
18;1874973;0;75922.88;0;1874973;0
19;2089984;0;131397.9;0;2089984;0
20;2099990;0;185429.1;0;2099990;0
21;965020.7;0;20119.41;0;965020.7;0
22;1854998;0;64608.28;0;1854998;0
23;2089985;0;143923.5;0;2089985;0
24;980021.7;0;50975.14;0;980021.7;0
25;4834.669;0;-50453.92;0;4834.669;0
26;4865.308;0;-26157.56;0;4865.308;0
27;4894.922;0;-34339.94;0;4894.922;0
28;9849.065;0;-30724.48;0;9849.065;0
29;9920.389;0;-17951.22;0;9920.389;0
30;9921.32;0;-36452;0;9921.32;0
31;9922.882;0;-51496.14;0;9922.882;0
32;9923.215;0;-38762.49;0;9923.215;0
33;9925.696;0;-33631.68;0;9925.696;0
34;9953.607;0;-45351.08;0;9953.607;0
35;9953.964;0;-38680.82;0;9953.964;0
36;9953.953;0;-33811.56;0;9953.953;0
37;9954.068;0;-42554.47;0;9954.068;0
38;9954.45;0;-34950.67;0;9954.45;0
39;9957.274;0;-29218.27;0;9957.274;0
40;9959.077;0;-26213.87;0;9959.077;0
41;9958.999;0;-37075.61;0;9958.999;0
42;9959.553;0;-44350.43;0;9959.553;0
43;9950.526;0;-41076.39;0;9950.526;0
44;14941.51;0;-24411.77;0;14941.51;0
45;14929.49;0;-22954.37;0;14929.49;0
46;14929.2;0;-15217.69;0;14929.2;0
47;14941.09;0;-16691.9;0;14941.09;0
48;14944.31;0;-11891.64;0;14944.31;0
49;14932.58;0;-7963.499;0;14932.58;0
50;806136.8;0;275375;0;806136.8;0
51;826185.5;0;209541.9;0;826185.5;0
52;786137.9;0;199259.8;0;786137.9;0
53;736084.8;0;269837.9;0;736084.8;0
54;736085;0;220629.7;0;736085;0
55;946031.6;0;302208.5;0;946031.6;0
56;1015959;0;353023.3;0;1015959;0
57;846180.1;0;264477;0;846180.1;0
58;895963.2;0;332857.5;0;895963.2;0
59;1000967;0;248073.7;0;1000967;0
60;1011015;0;302873.4;0;1011015;0
61;1125966;0;346520.9;0;1125966;0
62;1256016;0;382519.1;0;1256016;0
63;1030965;0;299560;0;1030965;0
64;1125961;0;249822;0;1125961;0
65;1125960;0;404306.7;0;1125960;0
66;1251013;0;403321.3;0;1251013;0
67;1156019;0;309163.9;0;1156019;0
68;1325962;0;359247.8;0;1325962;0
69;1191015;0;371325.5;0;1191015;0
70;1265962;0;321619.8;0;1265962;0
71;1270960;0;318076.2;0;1270960;0
72;1251017;0;294337.3;0;1251017;0
73;1245962;0;357413.3;0;1245962;0
74;1275962;0;315677.7;0;1275962;0
75;9977.418;0;288.1025;0;9977.418;0
76;9977.651;0;-14196.6;0;9977.651;0
77;9981.867;0;-15397.12;0;9981.867;0
78;9982.48;0;-23395.98;0;9982.48;0
79;9986.111;0;-22668.76;0;9986.111;0
80;9991.27;0;-14589.83;0;9991.27;0
81;9986.799;0;-18994.96;0;9986.799;0
82;9986.945;0;-25187.6;0;9986.945;0
83;9988.499;0;-28325.62;0;9988.499;0
84;9988.743;0;-16060.11;0;9988.743;0
85;9989.127;0;-17391.03;0;9989.127;0
86;9991.569;0;-10323.49;0;9991.569;0
87;9992.023;0;-14796.17;0;9992.023;0
88;9998.101;0;-25132.62;0;9998.101;0
89;9995.344;0;-19927.91;0;9995.344;0
90;9997.418;0;-8720.907;0;9997.418;0
91;9997.084;0;-17787.29;0;9997.084;0
92;9996.936;0;-17592.56;0;9996.936;0
93;9998.01;0;-16851.6;0;9998.01;0
94;9997.854;0;-9925.885;0;9997.854;0
95;9998.256;0;-21063.75;0;9998.256;0
96;9998.282;0;-19384.63;0;9998.282;0
97;9998.142;0;-21724.84;0;9998.142;0
98;9996.057;0;-19986.09;0;9996.057;0
99;9997.89;0;-18658.79;0;9997.89;0
100;111314;0;11295.89;0;111314;0
101;121514.9;0;42937.39;0;121514.9;0
102;151755.5;0;95647.57;0;151755.5;0
103;1281722;0;117671.5;0;1281722;0
104;1121720;0;171380.4;0;1121720;0
105;1071728;0;149313.5;0;1071728;0
106;1161737;0;227436.4;0;1161737;0
107;1076717;0;216574.3;0;1076717;0
108;1426719;0;173631.9;0;1426719;0
109;2401708;0;215224.9;0;2401708;0
110;2791727;0;313818.3;0;2791727;0
111;2366704;0;361105.4;0;2366704;0
112;2611727;0;379622.6;0;2611727;0
113;2426720;0;320829;0;2426720;0
114;1391669;0;254264.9;0;1391669;0
115;2726632;0;461826.9;0;2726632;0
116;2516666;0;544441.6;0;2516666;0
117;2726667;0;417447.4;0;2726667;0
118;2726667;0;533994.5;0;2726667;0
119;2706666;0;463934.3;0;2706666;0
120;2601698;0;191543.6;0;2601698;0
121;2421663;0;305069.9;0;2421663;0
122;2636643;0;376018.2;0;2636643;0
123;2476666;0;375570.6;0;2476666;0
124;2556657;0;530322.2;0;2556657;0
125;14916.71;0;-73715.29;0;14916.71;0
126;14924.41;0;-550.8887;0;14924.41;0
127;14925.41;0;6579.924;0;14925.41;0
128;14926.51;0;7168.296;0;14926.51;0
129;14941.33;0;8301.952;0;14941.33;0
130;106240.4;0;8673.471;0;106240.4;0
131;106239.3;0;36024.51;0;106239.3;0
132;106239.7;0;52911.98;0;106239.7;0
133;106314.4;0;63382.19;0;106314.4;0
134;106309.3;0;46165.79;0;106309.3;0
135;106330.5;0;49514.69;0;106330.5;0
136;106395.2;0;51486.7;0;106395.2;0
137;106388.5;0;54716.68;0;106388.5;0
138;106411.3;0;53664.91;0;106411.3;0
139;106422.3;0;48805.75;0;106422.3;0
