Generation;PopBestRed;PopBestBlue;PopAvgRed;PopAvgBlue;BestOverallRed;BestOverallBlue
0;116611.7;0;-23286.3;0;116611.7;0
1;131822.5;0;82434.66;0;131822.5;0
2;146399.6;0;111829.1;0;146399.6;0
3;156297.4;0;112070.2;0;156297.4;0
4;156297.8;0;91691.48;0;156297.8;0
5;156350;0;83709.16;0;156350;0
6;136399.4;0;68084.49;0;156350;0
7;136771.7;0;106461.4;0;156350;0
8;156349.9;0;109637.5;0;156350;0
9;156350;0;104827.6;0;156350;0
10;131401.5;0;79765.71;0;156350;0
11;151352.2;0;97172.98;0;156350;0
12;156354;0;104813.5;0;156354;0
13;156354;0;95665.09;0;156354;0
14;156296.9;0;85377.16;0;156354;0
15;151302.6;0;102175.2;0;156354;0
16;151354.5;0;105321.9;0;156354;0
17;151354.5;0;109622.6;0;156354;0
18;146399.7;0;93630.9;0;156354;0
19;146299.9;0;108318.4;0;156354;0
20;146505.5;0;100758.7;0;156354;0
21;146244;0;108258.6;0;156354;0
22;151451.8;0;97997.84;0;156354;0
23;141452.6;0;109575.7;0;156354;0
24;141713.4;0;109558.3;0;156354;0
25;156451.8;0;113604.6;0;156451.8;0
26;156452.2;0;107793.8;0;156452.2;0
27;146505.2;0;112843.8;0;156452.2;0
28;141452.7;0;106111.7;0;156452.2;0
29;161190.3;0;104909.1;0;161190.3;0
30;156454.3;0;98606.16;0;161190.3;0
31;141505.7;0;106882.9;0;161190.3;0
32;146505.7;0;102910.1;0;161190.3;0
33;131503.5;0;106192.9;0;161190.3;0
34;151452.1;0;107616.4;0;161190.3;0
35;131715.6;0;100854.3;0;161190.3;0
36;141400.4;0;114430.1;0;161190.3;0
37;146451.9;0;98294.33;0;161190.3;0
38;151609.9;0;100321.5;0;161190.3;0
39;136663;0;113366.3;0;161190.3;0
40;146505.9;0;110164.8;0;161190.3;0
41;156452.4;0;107681.5;0;161190.3;0
42;166190.1;0;109549.2;0;166190.1;0
43;151351.3;0;101855.4;0;166190.1;0
44;151299.8;0;104422.9;0;166190.1;0
45;136297.2;0;99431.55;0;166190.1;0
46;136400.9;0;94169.03;0;166190.1;0
47;146505.8;0;89652.45;0;166190.1;0
48;136715.7;0;106815.6;0;166190.1;0
49;166190.1;0;112046.4;0;166190.1;0
50;156452.6;0;104013.7;0;166190.1;0
51;146506.5;0;113629.3;0;166190.1;0
52;146558.7;0;117224.9;0;166190.1;0
53;156452.4;0;110954.7;0;166190.1;0
54;156452.8;0;104574;0;166190.1;0
55;151559;0;113147.5;0;166190.1;0
56;146558.4;0;111132.8;0;166190.1;0
57;151453.2;0;104166.5;0;166190.1;0
58;151452.8;0;106520.4;0;166190.1;0
59;151558.7;0;109201;0;166190.1;0
60;151559;0;105711.6;0;166190.1;0
61;151453.1;0;102409.8;0;166190.1;0
62;151453.1;0;107942.5;0;166190.1;0
63;146506.7;0;107316.7;0;166190.1;0
64;151558.8;0;111794.2;0;166190.1;0
65;156452.9;0;101762.5;0;166190.1;0
66;156453.4;0;111718.5;0;166190.1;0
67;146559.2;0;104955.1;0;166190.1;0
68;146559;0;110594.8;0;166190.1;0
69;166190.2;0;103539.3;0;166190.2;0
70;156455.4;0;104365.7;0;166190.2;0
71;141506.5;0;112143.6;0;166190.2;0
72;151557.4;0;116371.1;0;166190.2;0
73;156348;0;102871.7;0;166190.2;0
74;156452.8;0;95013.19;0;166190.2;0
75;161243.7;0;107398.6;0;166190.2;0
76;146507;0;103804.9;0;166190.2;0
77;141558.7;0;108288.6;0;166190.2;0
78;156455.4;0;112485.1;0;166190.2;0
79;146558.8;0;111487.2;0;166190.2;0
80;141506.4;0;103126.3;0;166190.2;0
81;141452.8;0;95645.55;0;166190.2;0
82;156453.3;0;107918.4;0;166190.2;0
83;166190.1;0;112455.6;0;166190.2;0
84;151300;0;103791.7;0;166190.2;0
85;136347.3;0;80770.16;0;166190.2;0
86;146400.5;0;103133.8;0;166190.2;0
87;146507.6;0;105850.3;0;166190.2;0
88;146505.5;0;105609;0;166190.2;0
89;146400;0;104607.3;0;166190.2;0
90;156454.4;0;101005.6;0;166190.2;0
91;136662.2;0;109685.4;0;166190.2;0
92;136823.5;0;110740.2;0;166190.2;0
93;136399.6;0;110863.7;0;166190.2;0
94;156452;0;102308.1;0;166190.2;0
95;156452.2;0;104101.7;0;166190.2;0
96;151351.7;0;118260.9;0;166190.2;0
97;156400.7;0;93736.41;0;166190.2;0
98;156400.7;0;100051.7;0;166190.2;0
99;166190.1;0;113585.6;0;166190.2;0
100;156351.6;0;113868.2;0;166190.2;0
101;151400.3;0;112549.3;0;166190.2;0
102;151452;0;97722.41;0;166190.2;0
103;146506.3;0;104937;0;166190.2;0
104;151505.7;0;97919.48;0;166190.2;0
105;151400.8;0;115463.4;0;166190.2;0
106;156452.5;0;104472.6;0;166190.2;0
107;146506.4;0;110292.3;0;166190.2;0
108;146506.5;0;112864.1;0;166190.2;0
109;166190.2;0;103576.5;0;166190.2;0
110;166242.8;0;109178.7;0;166242.8;0
111;156352.1;0;99714.55;0;166242.8;0
112;146298.8;0;100963.5;0;166242.8;0
113;156451.6;0;101977.9;0;166242.8;0
114;156451.8;0;108492.6;0;166242.8;0
115;136662.3;0;107283.4;0;166242.8;0
116;146714.4;0;113086.4;0;166242.8;0
117;136400.4;0;111155.2;0;166242.8;0
118;161452.2;0;118883;0;166242.8;0
119;141438.8;0;111081.2;0;166242.8;0
120;146505.5;0;109645.9;0;166242.8;0
121;156451.9;0;104830.6;0;166242.8;0
122;156451.9;0;113653.5;0;166242.8;0
123;146558.1;0;113167.5;0;166242.8;0
124;146507.3;0;114857.4;0;166242.8;0
125;156452.2;0;111736.8;0;166242.8;0
126;156452.7;0;109900.1;0;166242.8;0
127;146454.8;0;116108;0;166242.8;0
128;146454.4;0;111022.1;0;166242.8;0
129;151399.8;0;113558.6;0;166242.8;0
130;151451.7;0;115436.6;0;166242.8;0
131;151560.6;0;114475.3;0;166242.8;0
132;151560.1;0;115384.3;0;166242.8;0
133;146452;0;103158.7;0;166242.8;0
134;156452.4;0;109326.2;0;166242.8;0
135;146510.4;0;116514.3;0;166242.8;0
136;151355;0;104901.7;0;166242.8;0
137;141505.2;0;89504.84;0;166242.8;0
138;141505.3;0;105483.6;0;166242.8;0
139;146504.9;0;114689.8;0;166242.8;0
140;146505.2;0;114150.3;0;166242.8;0
141;151451.9;0;111552.4;0;166242.8;0
142;156451.6;0;115239;0;166242.8;0
143;156451.7;0;117403;0;166242.8;0
144;146557.7;0;112397.5;0;166242.8;0
145;156453.8;0;107018;0;166242.8;0
146;156452.8;0;114582.9;0;166242.8;0
147;146299.5;0;106829.9;0;166242.8;0
148;151351.8;0;102349.3;0;166242.8;0
149;146556.8;0;100254.3;0;166242.8;0
150;151451.3;0;101140.8;0;166242.8;0
151;151352.3;0;104382.9;0;166242.8;0
152;151354.9;0;105360.3;0;166242.8;0
153;151354.9;0;99226.39;0;166242.8;0
154;151457.3;0;98545.75;0;166242.8;0
155;146505.2;0;110296.6;0;166242.8;0
156;146505.1;0;116843.4;0;166242.8;0
157;151451.4;0;103118.2;0;166242.8;0
158;156451.4;0;113061.9;0;166242.8;0
159;146557.7;0;113577.8;0;166242.8;0
160;146357.6;0;98229.98;0;166242.8;0
161;146357.5;0;92455.23;0;166242.8;0
162;166190.3;0;94380.69;0;166242.8;0
163;156351.6;0;101457.3;0;166242.8;0
164;151298.3;0;99075.34;0;166242.8;0
165;156452.7;0;94559.45;0;166242.8;0
166;156452.4;0;111157.1;0;166242.8;0
167;136662.3;0;108376.6;0;166242.8;0
168;146452.7;0;106255.3;0;166242.8;0
169;151452.5;0;115238.3;0;166242.8;0
170;156452.8;0;105255.8;0;166242.8;0
171;146298.3;0;109152.2;0;166242.8;0
172;151351.3;0;109470;0;166242.8;0
173;161190.2;0;90971.24;0;166242.8;0
174;156453.2;0;98386.46;0;166242.8;0
175;141451.5;0;104922.1;0;166242.8;0
176;141504.2;0;111256.9;0;166242.8;0
177;151452;0;109078.7;0;166242.8;0
178;161190.2;0;103342.4;0;166242.8;0
179;141297.3;0;99637.12;0;166242.8;0
180;151299.1;0;101625.9;0;166242.8;0
181;141298;0;100974.9;0;166242.8;0
182;166190.1;0;100475.5;0;166242.8;0
183;146352.1;0;100757;0;166242.8;0
184;141452.1;0;99281.65;0;166242.8;0
185;141610.2;0;107746.1;0;166242.8;0
186;166190.1;0;108175.2;0;166242.8;0
187;146299;0;103319.5;0;166242.8;0
188;151556.7;0;105817.8;0;166242.8;0
189;151400.5;0;101429.9;0;166242.8;0
190;156452.9;0;105512.3;0;166242.8;0
191;136611.8;0;100548.9;0;166242.8;0
192;146299.6;0;111763.4;0;166242.8;0
193;156400.6;0;101185.9;0;166242.8;0
194;156453;0;118863.1;0;166242.8;0
195;141348.4;0;114270.3;0;166242.8;0
196;136822.4;0;110211.2;0;166242.8;0
197;141348.7;0;107173.3;0;166242.8;0
198;151400.7;0;105156.4;0;166242.8;0
199;141455.2;0;107224;0;166242.8;0
200;156351.7;0;108147.8;0;166242.8;0
201;131453.5;0;87286.65;0;166242.8;0
202;161453.3;0;107328.1;0;166242.8;0
203;141349.4;0;104497.5;0;166242.8;0
204;136349.9;0;101264.5;0;166242.8;0
205;151400.9;0;106188.4;0;166242.8;0
206;151453.9;0;106116.7;0;166242.8;0
207;141348.7;0;104175.9;0;166242.8;0
208;136822.2;0;107803.8;0;166242.8;0
209;136822.2;0;109457.4;0;166242.8;0
210;136663.7;0;110905;0;166242.8;0
211;136823.4;0;117125.4;0;166242.8;0
212;136823.3;0;113973.9;0;166242.8;0
213;136822.4;0;110616.8;0;166242.8;0
214;146453.2;0;113516.9;0;166242.8;0
215;141610.4;0;113676.1;0;166242.8;0
216;131822.1;0;106343.8;0;166242.8;0
217;166190.2;0;112709.1;0;166242.8;0
218;166190.2;0;108702.6;0;166242.8;0
219;146505.8;0;104291.9;0;166242.8;0
220;151298.7;0;100106.2;0;166242.8;0
221;131505.2;0;89329.38;0;166242.8;0
222;136294.9;0;104007.7;0;166242.8;0
223;151504.9;0;98605.95;0;166242.8;0
224;151557;0;99672.1;0;166242.8;0
225;151504.3;0;87668.96;0;166242.8;0
226;166190.1;0;97221.5;0;166242.8;0
227;161350.9;0;104990.8;0;166242.8;0
228;156351.3;0;98788.49;0;166242.8;0
229;146506.2;0;88702.23;0;166242.8;0
230;151452.9;0;102032.5;0;166242.8;0
231;156452.4;0;116955.5;0;166242.8;0
232;146558.2;0;110300.6;0;166242.8;0
233;151401.3;0;107854;0;166242.8;0
234;156454.3;0;116453.4;0;166242.8;0
235;151400.9;0;109511.8;0;166242.8;0
236;136820.5;0;105504.9;0;166242.8;0
237;141454.3;0;113589.6;0;166242.8;0
238;141453.4;0;106937.8;0;166242.8;0
239;136718;0;108638.6;0;166242.8;0
240;136718.2;0;110559.1;0;166242.8;0
241;151454.1;0;113788.1;0;166242.8;0
242;156401.6;0;109930.4;0;166242.8;0
243;136453.1;0;109721.1;0;166242.8;0
244;151351.2;0;99081.64;0;166242.8;0
245;151351.5;0;93724.93;0;166242.8;0
246;141297.7;0;84861;0;166242.8;0
247;146505.6;0;93758.9;0;166242.8;0
