Generation;PopBestRed;PopBestBlue;PopAvgRed;PopAvgBlue;BestOverallRed;BestOverallBlue
0;116611.6;0;-23287.54;0;116611.6;0
1;141824.3;0;69525.95;0;141824.3;0
2;136611.3;0;104390.6;0;141824.3;0
3;136824.5;0;111606.3;0;141824.3;0
4;141823.6;0;109167;0;141824.3;0
5;141827.1;0;113965.8;0;141827.1;0
6;131664;0;107524;0;141827.1;0
7;151770.5;0;116061.1;0;151770.5;0
8;161504.3;0;116685.4;0;161504.3;0
9;171504.4;0;107387.8;0;171504.4;0
10;141772.9;0;110303.3;0;171504.4;0
11;171556.9;0;120823.3;0;171556.9;0
12;161611;0;96331.91;0;171556.9;0
13;161767.7;0;111673.9;0;171556.9;0
14;156508;0;114320.7;0;171556.9;0
15;161559.4;0;116093.3;0;171556.9;0
16;151717.3;0;106864.9;0;171556.9;0
17;156664.2;0;113993.8;0;171556.9;0
18;146668.2;0;110747;0;171556.9;0
19;166611.1;0;112642.5;0;171556.9;0
20;156770.7;0;116025.7;0;171556.9;0
21;151561;0;113295.5;0;171556.9;0
22;156560.7;0;109421.1;0;171556.9;0
23;161664.4;0;106809.6;0;171556.9;0
24;176666.2;0;120892.8;0;176666.2;0
25;151507.5;0;106428.8;0;176666.2;0
26;156561.1;0;108853.1;0;176666.2;0
27;161665.1;0;112562;0;176666.2;0
28;181716.7;0;103986.8;0;181716.7;0
29;151509.2;0;111777.9;0;181716.7;0
30;141773.1;0;106077.5;0;181716.7;0
31;156770.9;0;115654.5;0;181716.7;0
32;161768.1;0;123613.5;0;181716.7;0
33;141773.4;0;113200;0;181716.7;0
34;146564.1;0;113395.2;0;181716.7;0
35;156768.1;0;110018;0;181716.7;0
36;156559.4;0;124663.6;0;181716.7;0
37;146718.9;0;114994.7;0;181716.7;0
38;146720.6;0;106756.3;0;181716.7;0
39;156772.6;0;121694.4;0;181716.7;0
40;161770.4;0;119524.4;0;181716.7;0
41;151720.3;0;122302.7;0;181716.7;0
42;151717.9;0;121714;0;181716.7;0
43;156773.1;0;123502.6;0;181716.7;0
44;156772.6;0;119505.6;0;181716.7;0
45;151720.3;0;119526.4;0;181716.7;0
46;156614.3;0;117942.5;0;181716.7;0
47;161772.3;0;114476.1;0;181716.7;0
48;161773.3;0;126490.2;0;181716.7;0
49;151719.8;0;113497.6;0;181716.7;0
50;151717.1;0;119398.3;0;181716.7;0
51;161771.9;0;121004.4;0;181716.7;0
52;161772.9;0;115765.7;0;181716.7;0
53;151720.3;0;118266.3;0;181716.7;0
54;151615.4;0;116091.3;0;181716.7;0
55;176718.2;0;118543.5;0;181716.7;0
56;156665.8;0;121426.2;0;181716.7;0
57;151721.7;0;117284.3;0;181716.7;0
58;151721.8;0;125990.1;0;181716.7;0
59;156774;0;118525.8;0;181716.7;0
