Generation;PopBestRed;PopBestBlue;PopAvgRed;PopAvgBlue;BestOverallRed;BestOverallBlue
0;101015.4;0;-81627.67;0;101015.4;0
1;201211.2;0;19696.88;0;201211.2;0
2;1636458;0;62551.45;0;1636458;0
3;1971626;0;88666.2;0;1971626;0
4;1971342;0;179842.8;0;1971342;0
5;2166392;0;201133.3;0;2166392;0
6;1696375;0;86032.01;0;1696375;0
7;1791373;0;101073.5;0;1791373;0
8;1931339;0;187060.2;0;1931339;0
9;1986378;0;163785.9;0;1986378;0
10;1776377;0;157570.8;0;1776377;0
11;1906376;0;93958.63;0;1906376;0
12;1796416;0;184591.6;0;1796416;0
13;1506378;0;125876.4;0;1506378;0
14;1421480;0;155319.5;0;1421480;0
15;1986253;0;229294.9;0;1986253;0
16;1541425;0;178370.6;0;1541425;0
17;2041413;0;220604;0;2041413;0
18;1741420;0;90675.15;0;1741420;0
19;1671420;0;223735.5;0;1671420;0
20;1441420;0;117032.1;0;1441420;0
21;1531416;0;116514.4;0;1531416;0
22;1251534;0;81489.83;0;1251534;0
23;1681596;0;189760;0;1681596;0
24;1616366;0;191748.6;0;1616366;0
25;4795.707;0;-99076.89;0;4795.707;0
26;9888.242;0;-13524.11;0;9888.242;0
27;9917.755;0;-15414.41;0;9917.755;0
28;9925.478;0;6553.704;0;9925.478;0
29;14921.07;0;-16682.88;0;14921.07;0
30;14925.58;0;-21953.64;0;14925.58;0
31;14932.32;0;-35877.16;0;14932.32;0
32;14955.87;0;-27804.52;0;14955.87;0
33;14955.89;0;-21872.77;0;14955.89;0
34;14964.49;0;-30203.49;0;14964.49;0
35;14961.54;0;-15803.82;0;14961.54;0
36;14967.81;0;-26134.75;0;14967.81;0
37;14967.58;0;-25206.07;0;14967.58;0
38;14968.23;0;-7812.049;0;14968.23;0
39;14969.55;0;-18278.8;0;14969.55;0
40;14971.95;0;-16072.88;0;14971.95;0
41;14972.12;0;-19802.85;0;14972.12;0
42;14971.57;0;-26080.16;0;14971.57;0
43;14972.84;0;-23673.16;0;14972.84;0
44;14971.49;0;-6539.328;0;14971.49;0
45;14971.97;0;-15808.7;0;14971.97;0
46;14971.62;0;-18800.62;0;14971.62;0
47;14970.6;0;-9943.631;0;14970.6;0
48;14971.67;0;-13341.19;0;14971.67;0
49;14970.56;0;-11812.83;0;14970.56;0
50;396484.5;0;155597.5;0;396484.5;0
51;3066288;0;261203.2;0;3066288;0
52;3206189;0;342293.5;0;3206189;0
53;3206189;0;560072.1;0;3206189;0
54;3221189;0;559830.6;0;3221189;0
55;3271285;0;435950.6;0;3271285;0
56;3276284;0;429768;0;3276284;0
57;3181187;0;274249.4;0;3181187;0
58;3276187;0;767268;0;3276187;0
59;3206239;0;497938.2;0;3206239;0
60;3306284;0;299947.3;0;3306284;0
61;2981382;0;185842.9;0;2981382;0
62;3286288;0;633745.7;0;3286288;0
63;3281288;0;402516.2;0;3281288;0
64;3176337;0;250634.5;0;3176337;0
65;3236587;0;574783.6;0;3236587;0
66;3471485;0;413270.3;0;3471485;0
67;3206291;0;310469;0;3206291;0
68;701876.3;0;177466.2;0;701876.3;0
69;766873.8;0;229812.5;0;766873.8;0
70;2901389;0;343386.7;0;2901389;0
71;1666243;0;278779.4;0;1666243;0
72;2991186;0;252822.5;0;2991186;0
73;2361241;0;370566.2;0;2361241;0
74;3391185;0;366886.3;0;3391185;0
75;10038.8;0;-88818.43;0;10038.8;0
76;14984.81;0;-8258.762;0;14984.81;0
77;14989.24;0;-26276.12;0;14989.24;0
78;15038.32;0;-7988.165;0;15038.32;0
79;15040.16;0;-22380.42;0;15040.16;0
80;15034.24;0;-6129.695;0;15034.24;0
81;15017.41;0;-11042.19;0;15017.41;0
82;15050.58;0;-10840.3;0;15050.58;0
83;15050.49;0;-3647.115;0;15050.49;0
84;15050.12;0;764.5996;0;15050.12;0
85;15050.42;0;4222.533;0;15050.42;0
86;15051.53;0;3091.875;0;15051.53;0
87;15051.39;0;5698.455;0;15051.39;0
88;15052.15;0;-6648.873;0;15052.15;0
89;15050.9;0;2431.329;0;15050.9;0
90;15051.23;0;6162.926;0;15051.23;0
91;15052;0;3376.45;0;15052;0
92;15051.69;0;-1570.601;0;15051.69;0
93;15052.28;0;428.0495;0;15052.28;0
94;15052.3;0;94.64516;0;15052.3;0
95;15051.49;0;550.8181;0;15051.49;0
96;15049.23;0;-3993.159;0;15049.23;0
97;15050.91;0;-2575.66;0;15050.91;0
98;15051.16;0;4556.571;0;15051.16;0
99;15052.38;0;-2103.99;0;15052.38;0
100;111466.5;0;8328.713;0;111466.5;0
101;116476.8;0;48771.04;0;116476.8;0
102;121514.3;0;91812.52;0;121514.3;0
103;116521.4;0;102198.5;0;116521.4;0
104;121465.3;0;106464.8;0;121465.3;0
105;121517.4;0;99639.93;0;121517.4;0
106;121517.3;0;95181.5;0;121517.3;0
107;121512.6;0;106304.8;0;121512.6;0
108;121371.4;0;103927.9;0;121371.4;0
109;121406.9;0;97073.99;0;121406.9;0
110;121514.2;0;96688.92;0;121514.2;0
