Generation;PopBestRed;PopBestBlue;PopAvgRed;PopAvgBlue;BestOverallRed;BestOverallBlue
0;23867.6;612458.4;1072.898;114747.8;23867.6;612458.4
1;28913.2;647467.8;131.5783;112592.2;28913.2;647467.8
2;28430.08;691568.4;-485.6235;115042.5;28430.08;691568.4
3;27804.78;682466.1;-585.52;134164;27804.78;682466.1
4;27508.83;812469.4;-3904.336;152219.7;27508.83;812469.4
5;28407.64;725093.8;-789.0889;149329.1;28407.64;725093.8
6;28522.72;847460.1;-7618.341;210699.3;28522.72;847460.1
7;29021.88;791097.2;-2666.944;144448.8;29021.88;791097.2
8;28482.11;702471.8;-1163.285;130628.7;28482.11;702471.8
9;28479.31;767469.9;-2619.752;165731.4;28479.31;767469.9
10;28685.43;612471.8;-1022.662;126091.9;28685.43;612471.8
11;48969.13;692448.2;1507.513;133974.7;48969.13;692448.2
12;27788.69;1392457;-2325.26;187563.2;27788.69;1392457
13;28845.18;707468.8;1471.022;112919.8;28845.18;707468.8
14;26873.05;1152390;-6427.917;178748.7;26873.05;1152390
15;27141.88;1857443;-6291.703;272200.3;27141.88;1857443
16;27816.43;1727445;-8975.533;254180.1;27816.43;1727445
17;27591.52;962402.8;-9575.363;296067.2;27591.52;962402.8
18;24152.94;1322398;-3537.283;614737.6;24152.94;1322398
19;27537.64;2097397;-8384.027;623333.6;27537.64;2097397
20;27204.62;2522452;-10442.64;502647.2;27204.62;2522452
21;27926.33;3447454;523.2019;357152;27926.33;3447454
22;48847.98;2632037;-6533.881;185053.1;48847.98;2632037
23;28147.92;3587405;-628.2805;252999.3;28147.92;3587405
24;28097.46;837404.5;-7486.292;232126.5;28097.46;837404.5
25;28319.19;487398;-14081.8;114950.7;28319.19;487398
26;28139.51;372481.9;-20084.53;120541.1;28139.51;372481.9
27;28101.91;707466.3;-29153.3;238859;28101.91;707466.3
28;7938.097;2242440;-28586.72;609024.9;7938.097;2242440
29;28560.09;1572450;-20057.55;479615.6;28560.09;1572450
30;27574.53;1262475;-2839.558;312108.8;27574.53;1262475
31;28731.76;1237475;-5504.607;218573.6;28731.76;1237475
32;28936.86;1292469;2148.695;153058.8;28936.86;1292469
33;28399.81;1342469;-1158.253;197018.8;28399.81;1342469
34;28219.7;1150273;249.6939;191466.5;28219.7;1150273
35;28147.96;1352469;-1250.408;190074.9;28147.96;1352469
36;28830.46;1347465;-1272.556;187962;28830.46;1347465
37;27900.71;1392466;546.8393;259597.4;27900.71;1392466
38;28694.83;1427466;-1580.625;213215.3;28694.83;1427466
39;27805.76;1427461;-2104.994;224162.4;27805.76;1427461
40;28206.5;1672499;-4112.036;248828.2;28206.5;1672499
41;29059.28;1357463;-2549.671;210683.2;29059.28;1357463
42;29661.56;1567466;-5863.967;193347;29661.56;1567466
43;28561.38;1402461;1386.771;137254.9;28561.38;1402461
44;29056.93;1750096;-1665.61;220590.9;29056.93;1750096
45;28143.84;3070125;-576.6126;349164.8;28143.84;3070125
46;50193.74;2630077;10891.69;288952;50193.74;2630077
47;49069.29;2870024;9552.471;401016.7;49069.29;2870024
48;49265.87;2424994;21256.06;128506.5;49265.87;2424994
49;49145.21;1727325;22676.03;68277.2;49145.21;1727325
50;50300.56;111504.2;23189.17;14349.23;50300.56;111504.2
51;49031.09;112095;9032.906;87127.16;49031.09;112095
52;48962.63;117139.1;7028.421;100994.7;48962.63;117139.1
53;49069.74;152317.3;4215.658;107152.9;49069.74;152317.3
54;28405.47;1017395;1186.98;174868;28405.47;1017395
55;27598.19;4932408;-9060.346;663896.5;27598.19;4932408
56;7991.954;4017407;-10495.34;521745.5;7991.954;4017407
57;27967.33;5042409;-4990.701;632338.8;27967.33;5042409
58;27876.88;4412413;-4019.849;406833.7;27876.88;4412413
59;26607.23;2952411;-6007.699;308001;26607.23;2952411
60;26868.63;3842461;-5514.856;394558.1;26868.63;3842461
61;27783.23;856715.8;2287.918;243431.6;27783.23;856715.8
62;27867.51;2827411;-2690.522;337801.6;27867.51;2827411
63;27509.57;1697453;-330.6443;294146.8;27509.57;1697453
64;49012.23;1302454;2702.035;202389.9;49012.23;1302454
65;28104.35;687468.3;6893.547;177086.6;28104.35;687468.3
66;27787.63;1042468;-3956.534;508581.6;27787.63;1042468
67;23678.65;867464.8;-3939.925;487491.5;23678.65;867464.8
68;23795.31;1142508;-3925.146;540510.1;23795.31;1142508
69;28083.49;1080114;-3191.85;505145.4;28083.49;1080114
70;26656.27;1107461;-6163.754;489341.9;26656.27;1107461
71;27284.78;1002464;-6646.68;443927.6;27284.78;1002464
72;28211.42;1147463;-1186.001;242278.4;28211.42;1147463
73;28452.11;1042491;2202.176;205997.3;28452.11;1042491
74;27365.17;1382558;2683.856;239332.7;27365.17;1382558
75;27448.63;1292472;-8655.37;313252.9;27448.63;1292472
76;27711.12;4527450;-8425.897;663354.8;27711.12;4527450
77;27781.21;1882459;4091.749;254218.4;27781.21;1882459
78;27873.1;1987452;-1249.81;266063.2;27873.1;1987452
79;28327.72;3292424;-3800.299;387498;28327.72;3292424
80;27747.36;2609949;-5372.647;407203.8;27747.36;2609949
81;28139.39;4207424;-7829.883;603058.4;28139.39;4207424
82;27791.25;4047421;-5358.525;547763;27791.25;4047421
83;27889.35;4387421;-10097.45;673619.1;27889.35;4387421
84;27251.22;5282410;-8849.826;889805.6;27251.22;5282410
85;27775.54;3432420;-2522.15;389482.8;27775.54;3432420
86;27837.88;6217383;-7070.902;626593.5;27837.88;6217383
87;27765.8;2762436;-10255.54;587647.1;27765.8;2762436
88;27731.72;5847394;-8591.722;600091.9;27731.72;5847394
89;27801.52;5772397;-7301.732;696421.3;27801.52;5772397
90;28190.12;4097328;-8066.382;799522.2;28190.12;4097328
91;26570.48;4697338;-6474.612;2534173;26570.48;4697338
92;8320.592;5072349;864.0853;1452195;8320.592;5072349
93;27315.54;3817017;5162.84;178707.6;27315.54;3817017
94;27022.94;4562336;2943.237;327604.8;27022.94;4562336
